# 2025-10-21 13:50:18
dog-01: x=5.00, y=6.00, θ=192.0 degrees
dog-06: x=18.80, y=6.20, θ=112.0 degrees
dog-07: x=17.80, y=7.20, θ=99.0 degrees
dog-08: x=19.80, y=7.20, θ=224.0 degrees
dog-09: x=17.80, y=6.20, θ=357.0 degrees
dog-10: x=18.80, y=6.20, θ=34.0 degrees
dog-11: x=19.80, y=7.20, θ=20.0 degrees
dog-12: x=19.80, y=7.20, θ=221.0 degrees
dog-13: x=17.80, y=6.20, θ=219.0 degrees
dog-14: x=18.80, y=6.20, θ=250.0 degrees
dog-15: x=18.80, y=7.20, θ=250.0 degrees
dog-16: x=17.80, y=7.20, θ=150.0 degrees
dog-17: x=18.80, y=7.20, θ=313.0 degrees
dog-18: x=18.80, y=7.20, θ=247.0 degrees
dog-19: x=17.80, y=7.20, θ=3.0 degrees
dog-20: x=17.80, y=7.20, θ=282.0 degrees
# 2025-10-21 13:51:08
dog-01: x=17.50, y=7.60, θ=207.0 degrees
dog-02: x=19.50, y=7.60, θ=341.0 degrees
dog-03: x=19.50, y=6.60, θ=257.0 degrees
dog-04: x=17.50, y=7.60, θ=93.0 degrees
dog-05: x=18.50, y=7.60, θ=334.0 degrees
dog-06: x=18.50, y=6.60, θ=127.0 degrees
dog-07: x=17.50, y=7.60, θ=114.0 degrees
dog-08: x=19.50, y=7.60, θ=239.0 degrees
dog-09: x=17.50, y=6.60, θ=12.0 degrees
dog-10: x=18.50, y=6.60, θ=49.0 degrees
dog-11: x=19.50, y=7.60, θ=35.0 degrees
dog-12: x=19.50, y=7.60, θ=236.0 degrees
dog-13: x=17.50, y=6.60, θ=234.0 degrees
dog-14: x=18.50, y=6.60, θ=265.0 degrees
dog-15: x=18.50, y=7.60, θ=265.0 degrees
dog-16: x=17.50, y=7.60, θ=165.0 degrees
dog-17: x=18.50, y=7.60, θ=328.0 degrees
dog-18: x=18.50, y=7.60, θ=262.0 degrees
dog-19: x=17.50, y=7.60, θ=18.0 degrees
dog-20: x=17.50, y=7.60, θ=297.0 degrees
# 2025-10-21 13:51:10
dog-01: x=18.20, y=8.00, θ=222.0 degrees
dog-02: x=20.20, y=8.00, θ=356.0 degrees
dog-03: x=20.20, y=7.00, θ=272.0 degrees
dog-04: x=18.20, y=8.00, θ=108.0 degrees
dog-05: x=19.20, y=8.00, θ=349.0 degrees
dog-06: x=19.20, y=7.00, θ=142.0 degrees
dog-07: x=18.20, y=8.00, θ=129.0 degrees
dog-08: x=20.20, y=8.00, θ=254.0 degrees
dog-09: x=18.20, y=7.00, θ=27.0 degrees
dog-10: x=19.20, y=7.00, θ=64.0 degrees
dog-11: x=20.20, y=8.00, θ=50.0 degrees
dog-12: x=20.20, y=8.00, θ=251.0 degrees
dog-13: x=18.20, y=7.00, θ=249.0 degrees
dog-14: x=19.20, y=7.00, θ=280.0 degrees
dog-15: x=19.20, y=8.00, θ=280.0 degrees
dog-16: x=18.20, y=8.00, θ=180.0 degrees
dog-17: x=19.20, y=8.00, θ=343.0 degrees
dog-18: x=19.20, y=8.00, θ=277.0 degrees
dog-19: x=18.20, y=8.00, θ=33.0 degrees
dog-20: x=18.20, y=8.00, θ=312.0 degrees
# 2025-10-21 13:51:12
dog-01: x=18.90, y=8.10, θ=237.0 degrees
dog-02: x=20.90, y=8.10, θ=11.0 degrees
dog-03: x=20.90, y=7.10, θ=287.0 degrees
dog-04: x=18.90, y=8.10, θ=123.0 degrees
dog-05: x=19.90, y=8.10, θ=4.0 degrees
dog-06: x=19.90, y=7.10, θ=157.0 degrees
dog-07: x=18.90, y=8.10, θ=144.0 degrees
dog-08: x=20.90, y=8.10, θ=269.0 degrees
dog-09: x=18.90, y=7.10, θ=42.0 degrees
dog-10: x=19.90, y=7.10, θ=79.0 degrees
dog-11: x=20.90, y=8.10, θ=65.0 degrees
dog-12: x=20.90, y=8.10, θ=266.0 degrees
dog-13: x=18.90, y=7.10, θ=264.0 degrees
dog-14: x=19.90, y=7.10, θ=295.0 degrees
dog-15: x=19.90, y=8.10, θ=295.0 degrees
dog-16: x=18.90, y=8.10, θ=195.0 degrees
dog-17: x=19.90, y=8.10, θ=358.0 degrees
dog-18: x=19.90, y=8.10, θ=292.0 degrees
dog-19: x=18.90, y=8.10, θ=48.0 degrees
dog-20: x=18.90, y=8.10, θ=327.0 degrees
# 2025-10-21 13:51:14
dog-01: x=19.60, y=8.50, θ=252.0 degrees
dog-02: x=21.60, y=8.50, θ=26.0 degrees
dog-03: x=21.60, y=7.50, θ=302.0 degrees
dog-04: x=19.60, y=8.50, θ=138.0 degrees
dog-05: x=20.60, y=8.50, θ=19.0 degrees
dog-06: x=20.60, y=7.50, θ=172.0 degrees
dog-07: x=19.60, y=8.50, θ=159.0 degrees
dog-08: x=21.60, y=8.50, θ=284.0 degrees
dog-09: x=19.60, y=7.50, θ=57.0 degrees
dog-10: x=20.60, y=7.50, θ=94.0 degrees
dog-11: x=21.60, y=8.50, θ=80.0 degrees
dog-12: x=21.60, y=8.50, θ=281.0 degrees
dog-13: x=19.60, y=7.50, θ=279.0 degrees
dog-14: x=20.60, y=7.50, θ=310.0 degrees
dog-15: x=20.60, y=8.50, θ=310.0 degrees
dog-16: x=19.60, y=8.50, θ=210.0 degrees
dog-17: x=20.60, y=8.50, θ=13.0 degrees
dog-18: x=20.60, y=8.50, θ=307.0 degrees
dog-19: x=19.60, y=8.50, θ=63.0 degrees
dog-20: x=19.60, y=8.50, θ=342.0 degrees
# 2025-10-21 13:51:16
dog-01: x=20.30, y=8.90, θ=267.0 degrees
dog-02: x=22.30, y=8.90, θ=41.0 degrees
dog-03: x=22.30, y=7.90, θ=317.0 degrees
dog-04: x=20.30, y=8.90, θ=153.0 degrees
dog-05: x=21.30, y=8.90, θ=34.0 degrees
dog-06: x=21.30, y=7.90, θ=187.0 degrees
dog-07: x=20.30, y=8.90, θ=174.0 degrees
dog-08: x=22.30, y=8.90, θ=299.0 degrees
dog-09: x=20.30, y=7.90, θ=72.0 degrees
dog-10: x=21.30, y=7.90, θ=109.0 degrees
dog-11: x=22.30, y=8.90, θ=95.0 degrees
dog-12: x=22.30, y=8.90, θ=296.0 degrees
dog-13: x=20.30, y=7.90, θ=294.0 degrees
dog-14: x=21.30, y=7.90, θ=325.0 degrees
dog-15: x=21.30, y=8.90, θ=325.0 degrees
dog-16: x=20.30, y=8.90, θ=225.0 degrees
dog-17: x=21.30, y=8.90, θ=28.0 degrees
dog-18: x=21.30, y=8.90, θ=322.0 degrees
dog-19: x=20.30, y=8.90, θ=78.0 degrees
dog-20: x=20.30, y=8.90, θ=357.0 degrees
# 2025-10-21 13:51:18
dog-01: x=20.00, y=6.00, θ=282.0 degrees
dog-02: x=22.00, y=6.00, θ=56.0 degrees
dog-03: x=22.00, y=5.00, θ=332.0 degrees
dog-04: x=20.00, y=6.00, θ=168.0 degrees
dog-05: x=21.00, y=6.00, θ=49.0 degrees
dog-06: x=21.00, y=5.00, θ=202.0 degrees
dog-07: x=20.00, y=6.00, θ=189.0 degrees
dog-08: x=22.00, y=6.00, θ=314.0 degrees
dog-09: x=20.00, y=5.00, θ=87.0 degrees
dog-10: x=21.00, y=5.00, θ=124.0 degrees
dog-11: x=22.00, y=6.00, θ=110.0 degrees
dog-12: x=22.00, y=6.00, θ=311.0 degrees
dog-13: x=20.00, y=5.00, θ=309.0 degrees
dog-14: x=21.00, y=5.00, θ=340.0 degrees
dog-15: x=21.00, y=6.00, θ=340.0 degrees
dog-16: x=20.00, y=6.00, θ=240.0 degrees
dog-17: x=21.00, y=6.00, θ=43.0 degrees
dog-18: x=21.00, y=6.00, θ=337.0 degrees
dog-19: x=20.00, y=6.00, θ=93.0 degrees
dog-20: x=20.00, y=6.00, θ=12.0 degrees
# 2025-10-21 13:51:20
dog-01: x=20.70, y=6.40, θ=297.0 degrees
dog-02: x=22.70, y=6.40, θ=71.0 degrees
dog-03: x=22.70, y=5.40, θ=347.0 degrees
dog-04: x=20.70, y=6.40, θ=183.0 degrees
dog-05: x=21.70, y=6.40, θ=64.0 degrees
dog-06: x=21.70, y=5.40, θ=217.0 degrees
dog-07: x=20.70, y=6.40, θ=204.0 degrees
dog-08: x=22.70, y=6.40, θ=329.0 degrees
dog-09: x=20.70, y=5.40, θ=102.0 degrees
dog-10: x=21.70, y=5.40, θ=139.0 degrees
dog-11: x=22.70, y=6.40, θ=125.0 degrees
dog-12: x=22.70, y=6.40, θ=326.0 degrees
dog-13: x=20.70, y=5.40, θ=324.0 degrees
dog-14: x=21.70, y=5.40, θ=355.0 degrees
dog-15: x=21.70, y=6.40, θ=355.0 degrees
dog-16: x=20.70, y=6.40, θ=255.0 degrees
dog-17: x=21.70, y=6.40, θ=58.0 degrees
dog-18: x=21.70, y=6.40, θ=352.0 degrees
dog-19: x=20.70, y=6.40, θ=108.0 degrees
dog-20: x=20.70, y=6.40, θ=27.0 degrees
# 2025-10-21 13:51:22
dog-01: x=21.40, y=6.80, θ=312.0 degrees
dog-02: x=23.40, y=6.80, θ=86.0 degrees
dog-03: x=23.40, y=5.80, θ=2.0 degrees
dog-04: x=21.40, y=6.80, θ=198.0 degrees
dog-05: x=22.40, y=6.80, θ=79.0 degrees
dog-06: x=22.40, y=5.80, θ=232.0 degrees
dog-07: x=21.40, y=6.80, θ=219.0 degrees
dog-08: x=23.40, y=6.80, θ=344.0 degrees
dog-09: x=21.40, y=5.80, θ=117.0 degrees
dog-10: x=22.40, y=5.80, θ=154.0 degrees
dog-11: x=23.40, y=6.80, θ=140.0 degrees
dog-12: x=23.40, y=6.80, θ=341.0 degrees
dog-13: x=21.40, y=5.80, θ=339.0 degrees
dog-14: x=22.40, y=5.80, θ=10.0 degrees
dog-15: x=22.40, y=6.80, θ=10.0 degrees
dog-16: x=21.40, y=6.80, θ=270.0 degrees
dog-17: x=22.40, y=6.80, θ=73.0 degrees
dog-18: x=22.40, y=6.80, θ=7.0 degrees
dog-19: x=21.40, y=6.80, θ=123.0 degrees
dog-20: x=21.40, y=6.80, θ=42.0 degrees
# 2025-10-21 13:51:24
dog-01: x=22.10, y=6.90, θ=327.0 degrees
dog-02: x=24.10, y=6.90, θ=101.0 degrees
dog-03: x=24.10, y=5.90, θ=17.0 degrees
dog-04: x=22.10, y=6.90, θ=213.0 degrees
dog-05: x=23.10, y=6.90, θ=94.0 degrees
dog-06: x=23.10, y=5.90, θ=247.0 degrees
dog-07: x=22.10, y=6.90, θ=234.0 degrees
dog-08: x=24.10, y=6.90, θ=359.0 degrees
dog-09: x=22.10, y=5.90, θ=132.0 degrees
dog-10: x=23.10, y=5.90, θ=169.0 degrees
dog-11: x=24.10, y=6.90, θ=155.0 degrees
dog-12: x=24.10, y=6.90, θ=356.0 degrees
dog-13: x=22.10, y=5.90, θ=354.0 degrees
dog-14: x=23.10, y=5.90, θ=25.0 degrees
dog-15: x=23.10, y=6.90, θ=25.0 degrees
dog-16: x=22.10, y=6.90, θ=285.0 degrees
dog-17: x=23.10, y=6.90, θ=88.0 degrees
dog-18: x=23.10, y=6.90, θ=22.0 degrees
dog-19: x=22.10, y=6.90, θ=138.0 degrees
dog-20: x=22.10, y=6.90, θ=57.0 degrees
# 2025-10-21 13:51:26
dog-01: x=22.80, y=7.30, θ=342.0 degrees
dog-02: x=24.80, y=7.30, θ=116.0 degrees
dog-03: x=24.80, y=6.30, θ=32.0 degrees
dog-04: x=22.80, y=7.30, θ=228.0 degrees
dog-05: x=23.80, y=7.30, θ=109.0 degrees
dog-06: x=23.80, y=6.30, θ=262.0 degrees
dog-07: x=22.80, y=7.30, θ=249.0 degrees
dog-08: x=24.80, y=7.30, θ=14.0 degrees
dog-09: x=22.80, y=6.30, θ=147.0 degrees
dog-10: x=23.80, y=6.30, θ=184.0 degrees
dog-11: x=24.80, y=7.30, θ=170.0 degrees
dog-12: x=24.80, y=7.30, θ=11.0 degrees
dog-13: x=22.80, y=6.30, θ=9.0 degrees
dog-14: x=23.80, y=6.30, θ=40.0 degrees
dog-15: x=23.80, y=7.30, θ=40.0 degrees
dog-16: x=22.80, y=7.30, θ=300.0 degrees
dog-17: x=23.80, y=7.30, θ=103.0 degrees
dog-18: x=23.80, y=7.30, θ=37.0 degrees
dog-19: x=22.80, y=7.30, θ=153.0 degrees
dog-20: x=22.80, y=7.30, θ=72.0 degrees
# 2025-10-21 13:51:28
dog-01: x=22.50, y=7.70, θ=357.0 degrees
dog-02: x=24.50, y=7.70, θ=131.0 degrees
dog-03: x=24.50, y=6.70, θ=47.0 degrees
dog-04: x=22.50, y=7.70, θ=243.0 degrees
dog-05: x=23.50, y=7.70, θ=124.0 degrees
dog-06: x=23.50, y=6.70, θ=277.0 degrees
dog-07: x=22.50, y=7.70, θ=264.0 degrees
dog-08: x=24.50, y=7.70, θ=29.0 degrees
dog-09: x=22.50, y=6.70, θ=162.0 degrees
dog-10: x=23.50, y=6.70, θ=199.0 degrees
dog-11: x=24.50, y=7.70, θ=185.0 degrees
dog-12: x=24.50, y=7.70, θ=26.0 degrees
dog-13: x=22.50, y=6.70, θ=24.0 degrees
dog-14: x=23.50, y=6.70, θ=55.0 degrees
dog-15: x=23.50, y=7.70, θ=55.0 degrees
dog-16: x=22.50, y=7.70, θ=315.0 degrees
dog-17: x=23.50, y=7.70, θ=118.0 degrees
dog-18: x=23.50, y=7.70, θ=52.0 degrees
dog-19: x=22.50, y=7.70, θ=168.0 degrees
dog-20: x=22.50, y=7.70, θ=87.0 degrees
# 2025-10-21 13:51:30
dog-01: x=23.20, y=7.80, θ=12.0 degrees
dog-02: x=25.20, y=7.80, θ=146.0 degrees
dog-03: x=25.20, y=6.80, θ=62.0 degrees
dog-04: x=23.20, y=7.80, θ=258.0 degrees
dog-05: x=24.20, y=7.80, θ=139.0 degrees
dog-06: x=24.20, y=6.80, θ=292.0 degrees
dog-07: x=23.20, y=7.80, θ=279.0 degrees
dog-08: x=25.20, y=7.80, θ=44.0 degrees
dog-09: x=23.20, y=6.80, θ=177.0 degrees
dog-10: x=24.20, y=6.80, θ=214.0 degrees
dog-11: x=25.20, y=7.80, θ=200.0 degrees
dog-12: x=25.20, y=7.80, θ=41.0 degrees
dog-13: x=23.20, y=6.80, θ=39.0 degrees
dog-14: x=24.20, y=6.80, θ=70.0 degrees
dog-15: x=24.20, y=7.80, θ=70.0 degrees
dog-16: x=23.20, y=7.80, θ=330.0 degrees
dog-17: x=24.20, y=7.80, θ=133.0 degrees
dog-18: x=24.20, y=7.80, θ=67.0 degrees
dog-19: x=23.20, y=7.80, θ=183.0 degrees
dog-20: x=23.20, y=7.80, θ=102.0 degrees
# 2025-10-21 13:51:32
dog-01: x=23.90, y=8.20, θ=27.0 degrees
dog-02: x=25.90, y=8.20, θ=161.0 degrees
dog-03: x=25.90, y=7.20, θ=77.0 degrees
dog-04: x=23.90, y=8.20, θ=273.0 degrees
dog-05: x=24.90, y=8.20, θ=154.0 degrees
dog-06: x=24.90, y=7.20, θ=307.0 degrees
dog-07: x=23.90, y=8.20, θ=294.0 degrees
dog-08: x=25.90, y=8.20, θ=59.0 degrees
dog-09: x=23.90, y=7.20, θ=192.0 degrees
dog-10: x=24.90, y=7.20, θ=229.0 degrees
dog-11: x=25.90, y=8.20, θ=215.0 degrees
dog-12: x=25.90, y=8.20, θ=56.0 degrees
dog-13: x=23.90, y=7.20, θ=54.0 degrees
dog-14: x=24.90, y=7.20, θ=85.0 degrees
dog-15: x=24.90, y=8.20, θ=85.0 degrees
dog-16: x=23.90, y=8.20, θ=345.0 degrees
dog-17: x=24.90, y=8.20, θ=148.0 degrees
dog-18: x=24.90, y=8.20, θ=82.0 degrees
dog-19: x=23.90, y=8.20, θ=198.0 degrees
dog-20: x=23.90, y=8.20, θ=117.0 degrees
# 2025-10-21 13:51:34
dog-01: x=24.60, y=8.60, θ=42.0 degrees
dog-02: x=26.60, y=8.60, θ=176.0 degrees
dog-03: x=26.60, y=7.60, θ=92.0 degrees
dog-04: x=24.60, y=8.60, θ=288.0 degrees
dog-05: x=25.60, y=8.60, θ=169.0 degrees
dog-06: x=25.60, y=7.60, θ=322.0 degrees
dog-07: x=24.60, y=8.60, θ=309.0 degrees
dog-08: x=26.60, y=8.60, θ=74.0 degrees
dog-09: x=24.60, y=7.60, θ=207.0 degrees
dog-10: x=25.60, y=7.60, θ=244.0 degrees
dog-11: x=26.60, y=8.60, θ=230.0 degrees
dog-12: x=26.60, y=8.60, θ=71.0 degrees
dog-13: x=24.60, y=7.60, θ=69.0 degrees
dog-14: x=25.60, y=7.60, θ=100.0 degrees
dog-15: x=25.60, y=8.60, θ=100.0 degrees
dog-16: x=24.60, y=8.60, θ=0.0 degrees
dog-17: x=25.60, y=8.60, θ=163.0 degrees
dog-18: x=25.60, y=8.60, θ=97.0 degrees
dog-19: x=24.60, y=8.60, θ=213.0 degrees
dog-20: x=24.60, y=8.60, θ=132.0 degrees
# 2025-10-21 13:51:36
dog-01: x=25.30, y=8.70, θ=57.0 degrees
dog-02: x=27.30, y=8.70, θ=191.0 degrees
dog-03: x=27.30, y=7.70, θ=107.0 degrees
dog-04: x=25.30, y=8.70, θ=303.0 degrees
dog-05: x=26.30, y=8.70, θ=184.0 degrees
dog-06: x=26.30, y=7.70, θ=337.0 degrees
dog-07: x=25.30, y=8.70, θ=324.0 degrees
dog-08: x=27.30, y=8.70, θ=89.0 degrees
dog-09: x=25.30, y=7.70, θ=222.0 degrees
dog-10: x=26.30, y=7.70, θ=259.0 degrees
dog-11: x=27.30, y=8.70, θ=245.0 degrees
dog-12: x=27.30, y=8.70, θ=86.0 degrees
dog-13: x=25.30, y=7.70, θ=84.0 degrees
dog-14: x=26.30, y=7.70, θ=115.0 degrees
dog-15: x=26.30, y=8.70, θ=115.0 degrees
dog-16: x=25.30, y=8.70, θ=15.0 degrees
dog-17: x=26.30, y=8.70, θ=178.0 degrees
dog-18: x=26.30, y=8.70, θ=112.0 degrees
dog-19: x=25.30, y=8.70, θ=228.0 degrees
dog-20: x=25.30, y=8.70, θ=147.0 degrees
# 2025-10-21 13:51:38
dog-01: x=25.00, y=6.10, θ=72.0 degrees
dog-02: x=27.00, y=6.10, θ=206.0 degrees
dog-03: x=27.00, y=5.10, θ=122.0 degrees
dog-04: x=25.00, y=6.10, θ=318.0 degrees
dog-05: x=26.00, y=6.10, θ=199.0 degrees
dog-06: x=26.00, y=5.10, θ=352.0 degrees
dog-07: x=25.00, y=6.10, θ=339.0 degrees
dog-08: x=27.00, y=6.10, θ=104.0 degrees
dog-09: x=25.00, y=5.10, θ=237.0 degrees
dog-10: x=26.00, y=5.10, θ=274.0 degrees
dog-11: x=27.00, y=6.10, θ=260.0 degrees
dog-12: x=27.00, y=6.10, θ=101.0 degrees
dog-13: x=25.00, y=5.10, θ=99.0 degrees
dog-14: x=26.00, y=5.10, θ=130.0 degrees
dog-15: x=26.00, y=6.10, θ=130.0 degrees
dog-16: x=25.00, y=6.10, θ=30.0 degrees
dog-17: x=26.00, y=6.10, θ=193.0 degrees
dog-18: x=26.00, y=6.10, θ=127.0 degrees
dog-19: x=25.00, y=6.10, θ=243.0 degrees
dog-20: x=25.00, y=6.10, θ=162.0 degrees
# 2025-10-21 13:51:40
dog-01: x=25.70, y=6.50, θ=87.0 degrees
dog-02: x=27.70, y=6.50, θ=221.0 degrees
dog-03: x=27.70, y=5.50, θ=137.0 degrees
dog-04: x=25.70, y=6.50, θ=333.0 degrees
dog-05: x=26.70, y=6.50, θ=214.0 degrees
dog-06: x=26.70, y=5.50, θ=7.0 degrees
dog-07: x=25.70, y=6.50, θ=354.0 degrees
dog-08: x=27.70, y=6.50, θ=119.0 degrees
dog-09: x=25.70, y=5.50, θ=252.0 degrees
dog-10: x=26.70, y=5.50, θ=289.0 degrees
dog-11: x=27.70, y=6.50, θ=275.0 degrees
dog-12: x=27.70, y=6.50, θ=116.0 degrees
dog-13: x=25.70, y=5.50, θ=114.0 degrees
dog-14: x=26.70, y=5.50, θ=145.0 degrees
dog-15: x=26.70, y=6.50, θ=145.0 degrees
dog-16: x=25.70, y=6.50, θ=45.0 degrees
dog-17: x=26.70, y=6.50, θ=208.0 degrees
dog-18: x=26.70, y=6.50, θ=142.0 degrees
dog-19: x=25.70, y=6.50, θ=258.0 degrees
dog-20: x=25.70, y=6.50, θ=177.0 degrees
# 2025-10-21 13:51:42
dog-01: x=26.40, y=6.60, θ=102.0 degrees
dog-02: x=28.40, y=6.60, θ=236.0 degrees
dog-03: x=28.40, y=5.60, θ=152.0 degrees
dog-04: x=26.40, y=6.60, θ=348.0 degrees
dog-05: x=27.40, y=6.60, θ=229.0 degrees
dog-06: x=27.40, y=5.60, θ=22.0 degrees
dog-07: x=26.40, y=6.60, θ=9.0 degrees
dog-08: x=28.40, y=6.60, θ=134.0 degrees
dog-09: x=26.40, y=5.60, θ=267.0 degrees
dog-10: x=27.40, y=5.60, θ=304.0 degrees
dog-11: x=28.40, y=6.60, θ=290.0 degrees
dog-12: x=28.40, y=6.60, θ=131.0 degrees
dog-13: x=26.40, y=5.60, θ=129.0 degrees
dog-14: x=27.40, y=5.60, θ=160.0 degrees
dog-15: x=27.40, y=6.60, θ=160.0 degrees
dog-16: x=26.40, y=6.60, θ=60.0 degrees
dog-17: x=27.40, y=6.60, θ=223.0 degrees
dog-18: x=27.40, y=6.60, θ=157.0 degrees
dog-19: x=26.40, y=6.60, θ=273.0 degrees
dog-20: x=26.40, y=6.60, θ=192.0 degrees
# 2025-10-21 13:51:44
dog-01: x=27.10, y=7.00, θ=117.0 degrees
dog-02: x=29.10, y=7.00, θ=251.0 degrees
dog-03: x=29.10, y=6.00, θ=167.0 degrees
dog-04: x=27.10, y=7.00, θ=3.0 degrees
dog-05: x=28.10, y=7.00, θ=244.0 degrees
dog-06: x=28.10, y=6.00, θ=37.0 degrees
dog-07: x=27.10, y=7.00, θ=24.0 degrees
dog-08: x=29.10, y=7.00, θ=149.0 degrees
dog-09: x=27.10, y=6.00, θ=282.0 degrees
dog-10: x=28.10, y=6.00, θ=319.0 degrees
dog-11: x=29.10, y=7.00, θ=305.0 degrees
dog-12: x=29.10, y=7.00, θ=146.0 degrees
dog-13: x=27.10, y=6.00, θ=144.0 degrees
dog-14: x=28.10, y=6.00, θ=175.0 degrees
dog-15: x=28.10, y=7.00, θ=175.0 degrees
dog-16: x=27.10, y=7.00, θ=75.0 degrees
dog-17: x=28.10, y=7.00, θ=238.0 degrees
dog-18: x=28.10, y=7.00, θ=172.0 degrees
dog-19: x=27.10, y=7.00, θ=288.0 degrees
dog-20: x=27.10, y=7.00, θ=207.0 degrees
# 2025-10-21 13:51:46
dog-01: x=27.80, y=7.40, θ=132.0 degrees
dog-02: x=29.80, y=7.40, θ=266.0 degrees
dog-03: x=29.80, y=6.40, θ=182.0 degrees
dog-04: x=27.80, y=7.40, θ=18.0 degrees
dog-05: x=28.80, y=7.40, θ=259.0 degrees
dog-06: x=28.80, y=6.40, θ=52.0 degrees
dog-07: x=27.80, y=7.40, θ=39.0 degrees
dog-08: x=29.80, y=7.40, θ=164.0 degrees
dog-09: x=27.80, y=6.40, θ=297.0 degrees
dog-10: x=28.80, y=6.40, θ=334.0 degrees
dog-11: x=29.80, y=7.40, θ=320.0 degrees
dog-12: x=29.80, y=7.40, θ=161.0 degrees
dog-13: x=27.80, y=6.40, θ=159.0 degrees
dog-14: x=28.80, y=6.40, θ=190.0 degrees
dog-15: x=28.80, y=7.40, θ=190.0 degrees
dog-16: x=27.80, y=7.40, θ=90.0 degrees
dog-17: x=28.80, y=7.40, θ=253.0 degrees
dog-18: x=28.80, y=7.40, θ=187.0 degrees
dog-19: x=27.80, y=7.40, θ=303.0 degrees
dog-20: x=27.80, y=7.40, θ=222.0 degrees
# 2025-10-21 13:51:48
dog-01: x=27.50, y=7.50, θ=147.0 degrees
dog-02: x=29.50, y=7.50, θ=281.0 degrees
dog-03: x=29.50, y=6.50, θ=197.0 degrees
dog-04: x=27.50, y=7.50, θ=33.0 degrees
dog-05: x=28.50, y=7.50, θ=274.0 degrees
dog-06: x=28.50, y=6.50, θ=67.0 degrees
dog-07: x=27.50, y=7.50, θ=54.0 degrees
dog-08: x=29.50, y=7.50, θ=179.0 degrees
dog-09: x=27.50, y=6.50, θ=312.0 degrees
dog-10: x=28.50, y=6.50, θ=349.0 degrees
dog-11: x=29.50, y=7.50, θ=335.0 degrees
dog-12: x=29.50, y=7.50, θ=176.0 degrees
dog-13: x=27.50, y=6.50, θ=174.0 degrees
dog-14: x=28.50, y=6.50, θ=205.0 degrees
dog-15: x=28.50, y=7.50, θ=205.0 degrees
dog-16: x=27.50, y=7.50, θ=105.0 degrees
dog-17: x=28.50, y=7.50, θ=268.0 degrees
dog-18: x=28.50, y=7.50, θ=202.0 degrees
dog-19: x=27.50, y=7.50, θ=318.0 degrees
dog-20: x=27.50, y=7.50, θ=237.0 degrees
# 2025-10-21 13:51:50
dog-01: x=28.20, y=7.90, θ=162.0 degrees
dog-02: x=30.20, y=7.90, θ=296.0 degrees
dog-03: x=30.20, y=6.90, θ=212.0 degrees
dog-04: x=28.20, y=7.90, θ=48.0 degrees
dog-05: x=29.20, y=7.90, θ=289.0 degrees
dog-06: x=29.20, y=6.90, θ=82.0 degrees
dog-07: x=28.20, y=7.90, θ=69.0 degrees
dog-08: x=30.20, y=7.90, θ=194.0 degrees
dog-09: x=28.20, y=6.90, θ=327.0 degrees
dog-10: x=29.20, y=6.90, θ=4.0 degrees
dog-11: x=30.20, y=7.90, θ=350.0 degrees
dog-12: x=30.20, y=7.90, θ=191.0 degrees
dog-13: x=28.20, y=6.90, θ=189.0 degrees
dog-14: x=29.20, y=6.90, θ=220.0 degrees
dog-15: x=29.20, y=7.90, θ=220.0 degrees
dog-16: x=28.20, y=7.90, θ=120.0 degrees
dog-17: x=29.20, y=7.90, θ=283.0 degrees
dog-18: x=29.20, y=7.90, θ=217.0 degrees
dog-19: x=28.20, y=7.90, θ=333.0 degrees
dog-20: x=28.20, y=7.90, θ=252.0 degrees
# 2025-10-21 13:51:52
dog-01: x=28.90, y=8.30, θ=177.0 degrees
dog-02: x=30.90, y=8.30, θ=311.0 degrees
dog-03: x=30.90, y=7.30, θ=227.0 degrees
dog-04: x=28.90, y=8.30, θ=63.0 degrees
dog-05: x=29.90, y=8.30, θ=304.0 degrees
dog-06: x=29.90, y=7.30, θ=97.0 degrees
dog-07: x=28.90, y=8.30, θ=84.0 degrees
dog-08: x=30.90, y=8.30, θ=209.0 degrees
dog-09: x=28.90, y=7.30, θ=342.0 degrees
dog-10: x=29.90, y=7.30, θ=19.0 degrees
dog-11: x=30.90, y=8.30, θ=5.0 degrees
dog-12: x=30.90, y=8.30, θ=206.0 degrees
dog-13: x=28.90, y=7.30, θ=204.0 degrees
dog-14: x=29.90, y=7.30, θ=235.0 degrees
dog-15: x=29.90, y=8.30, θ=235.0 degrees
dog-16: x=28.90, y=8.30, θ=135.0 degrees
dog-17: x=29.90, y=8.30, θ=298.0 degrees
dog-18: x=29.90, y=8.30, θ=232.0 degrees
dog-19: x=28.90, y=8.30, θ=348.0 degrees
dog-20: x=28.90, y=8.30, θ=267.0 degrees
# 2025-10-21 13:51:54
dog-01: x=29.60, y=8.40, θ=192.0 degrees
dog-02: x=31.60, y=8.40, θ=326.0 degrees
dog-03: x=31.60, y=7.40, θ=242.0 degrees
dog-04: x=29.60, y=8.40, θ=78.0 degrees
dog-05: x=30.60, y=8.40, θ=319.0 degrees
dog-06: x=30.60, y=7.40, θ=112.0 degrees
dog-07: x=29.60, y=8.40, θ=99.0 degrees
dog-08: x=31.60, y=8.40, θ=224.0 degrees
dog-09: x=29.60, y=7.40, θ=357.0 degrees
dog-10: x=30.60, y=7.40, θ=34.0 degrees
